ID,Article Title,prediction type,dependency,Publication Year,Source Title,JCR,CAS,mID,metrics,suit,category
149,An Abstract Syntax Tree Encoding Method for Cross-Project Defect Prediction,Cross-project,defect-prone,2019,IEEE Access,0,0,53,RFC,CK,OO
157,Evaluating Performance of Network Metrics for Bug Prediction in Software,Inter-release/Cross-project,defect-prone,2013,2013 20th Asia-Pacific Software Engineering Conference (APSEC),0,0,53,RFC,CK,OO
5,A STUDY OF SOFTWARE METRIC SELECTION TECHNIQUES: STABILITY ANALYSIS AND DEFECT PREDICTION MODEL PERFORMANCE,Inter-release,defect-prone,2013,INTERNATIONAL JOURNAL ON ARTIFICIAL INTELLIGENCE TOOLS,4,4,54,WMC,CK,OO
6,Software defect prediction using Bayesian networks,Intra-release,defect-prone,2014,EMPIRICAL SOFTWARE ENGINEERING,2,2,54,WMC,CK,OO
8,Predicting software defects with causality tests,Inter-release,defect-prone,2014,JOURNAL OF SYSTEMS AND SOFTWARE,2,2,54,WMC,CK,OO
11,An empirical study on software defect prediction with a simplified metric set,Inter-release/Cross-project,defect-prone,2015,INFORMATION AND SOFTWARE TECHNOLOGY,2,2,54,WMC,CK,OO
18,Software defect prediction using ensemble learning on selected features,Intra-release,defect-prone,2015,INFORMATION AND SOFTWARE TECHNOLOGY,2,2,54,WMC,CK,OO
20,Maximum Entropy Discrimination Poisson Regression for Software Reliability Modeling,Inter-release,defect-number,2015,IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS,1,1,54,WMC,CK,OO
22,Deriving thresholds of software metrics to predict faults on open source software: Replicated case studies,Inter-release,defect-prone,2016,EXPERT SYSTEMS WITH APPLICATIONS,1,1,54,WMC,CK,OO
25,Empirical analysis of network measures for predicting high severity software faults,Inter-release/Cross-project,defect-prone,2016,SCIENCE CHINA-INFORMATION SCIENCES,1,2,54,WMC,CK,OO
30,An empirical analysis of the effectiveness of software metrics and fault prediction model for identifying faulty classes,Intra-release,defect-prone,2017,COMPUTER STANDARDS & INTERFACES,1,2,54,WMC,CK,OO
31,A Combined-Learning Based Framework for Improved Software Fault Prediction,Intra-release,defect-prone,2017,INTERNATIONAL JOURNAL OF COMPUTATIONAL INTELLIGENCE SYSTEMS,3,4,54,WMC,CK,OO
33,Which type of metrics are useful to deal with class imbalance in software defect prediction?,Intra-release,defect-prone,2017,INFORMATION AND SOFTWARE TECHNOLOGY,2,2,54,WMC,CK,OO
34,Software bug prediction using object-oriented metrics,Cross-project,defect-prone,2017,SADHANA-ACADEMY PROCEEDINGS IN ENGINEERING SCIENCES,3,4,54,WMC,CK,OO
35,A Cluster Based Feature Selection Method for Cross-Project Software Defect Prediction,Cross-project,defect-prone,2017,JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY,3,3,54,WMC,CK,OO
40,Software bug prediction using weighted majority voting techniques,Inter-release,defect-prone,2018,ALEXANDRIA ENGINEERING JOURNAL,1,3,54,WMC,CK,OO
42,Towards a Reliable Identification of Deficient Code with a Combination of Software Metrics,Intra-release,defect-prone,2018,APPLIED SCIENCES-BASEL,2,4,54,WMC,CK,OO
45,Software defect number prediction: Unsupervised vs supervised methods,Intra-release/Inter-release/Cross-project,defect-number,2019,INFORMATION AND SOFTWARE TECHNOLOGY,2,2,54,WMC,CK,OO
50,An empirical study on pareto based multi-objective feature selection for software defect prediction,Intra-release,defect-prone,2019,JOURNAL OF SYSTEMS AND SOFTWARE,2,2,54,WMC,CK,OO
53,An Approach for the Prediction of Number of Software Faults Based on the Dynamic Selection of Learning Techniques,Intra-release/Inter-release,defect-number,2019,IEEE TRANSACTIONS ON RELIABILITY,1,2,54,WMC,CK,OO
54,The usefulness of software metric thresholds for detection of bad smells and fault prediction,Intra-release,defect-prone,2019,INFORMATION AND SOFTWARE TECHNOLOGY,2,2,54,WMC,CK,OO
55,Majority Vote Feature Selection Algorithm in Software Fault Prediction,Intra-release,defect-prone,2019,COMPUTER SCIENCE AND INFORMATION SYSTEMS,4,4,54,WMC,CK,OO
56,A fuzzy-filtered neuro-fuzzy framework for software fault prediction for inter-version and inter-project evaluation,Inter-release/Cross-project,defect-prone,2019,APPLIED SOFT COMPUTING,1,2,54,WMC,CK,OO
57,Experimental Validation of Inheritance Metrics' Impact on Software Fault Prediction,Intra-release,defect-prone,2019,IEEE ACCESS,2,3,54,WMC,CK,OO
58,An Empirical Study for Enhanced Software Defect Prediction Using a Learning-Based Framework,Intra-release,defect-prone,2019,INTERNATIONAL JOURNAL OF COMPUTATIONAL INTELLIGENCE SYSTEMS,3,4,54,WMC,CK,OO
64,Understanding machine learning software defect predictions,Intra-release,defect-prone,2020,AUTOMATED SOFTWARE ENGINEERING,2,3,54,WMC,CK,OO
67,Software Defect Prediction Based on Non-Linear Manifold Learning and Hybrid Deep Learning Techniques,Intra-release,defect-prone,2020,CMC-COMPUTERS MATERIALS & CONTINUA,3,4,54,WMC,CK,OO
68,A Novel Feature Selection Method Based on Maximum Likelihood Logistic Regression for Imbalanced Learning in Software Defect Prediction,Intra-release,defect-prone,2020,INTERNATIONAL ARAB JOURNAL OF INFORMATION TECHNOLOGY,4,4,54,WMC,CK,OO
69,Software Defect Prediction Based on Stacked Contractive Autoencoder and Multi-Objective Optimization,Intra-release,defect-prone,2020,CMC-COMPUTERS MATERIALS & CONTINUA,3,4,54,WMC,CK,OO
70,A Novel Approach for Software Defect prediction Based on the Power Law Function,Intra-release,defect-prone,2020,APPLIED SCIENCES-BASEL,2,4,54,WMC,CK,OO
71,Process metrics for software defect prediction in object-oriented programs,Inter-release,defect-prone,2020,IET SOFTWARE,3,4,54,WMC,CK,OO
73,Cost-Sensitive and Sparse Ladder Network for Software Defect Prediction,Intra-release,defect-prone,2020,IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,4,4,54,WMC,CK,OO
76,Boosted Whale Optimization Algorithm With Natural Selection Operators for Software Fault Prediction,Intra-release,defect-prone,2021,IEEE ACCESS,2,3,54,WMC,CK,OO
79,Evaluating network embedding techniques' performances in software bug prediction,Intra-release,defect-prone,2021,EMPIRICAL SOFTWARE ENGINEERING,2,2,54,WMC,CK,OO
82,A Novel Rank Aggregation-Based Hybrid Multifilter Wrapper Feature Selection Method in Software Defect Prediction,Intra-release,defect-prone,2021,COMPUTATIONAL INTELLIGENCE AND NEUROSCIENCE,2,3,54,WMC,CK,OO
84,Analysis and modeling conditional mutual dependency of metrics in software defect prediction using latent variables,Inter-release/Cross-project,defect-prone,2021,NEUROCOMPUTING,2,2,54,WMC,CK,OO
89,Research on Cross-Company Defect Prediction Method to Improve Software Security,Cross-project(Cross-company),defect-prone,2021,SECURITY AND COMMUNICATION NETWORKS,3,4,54,WMC,CK,OO
92,Software Defect Prediction Based on Gated Hierarchical LSTMs,Inter-release,defect-prone,2021,IEEE TRANSACTIONS ON RELIABILITY,1,2,54,WMC,CK,OO
94,Prediction of software fault-prone classes using ensemble random forest with adaptive synthetic sampling algorithm,Intra-release,defect-prone,2022,AUTOMATED SOFTWARE ENGINEERING,2,3,54,WMC,CK,OO
95,Evaluating the impact of feature selection consistency in software prediction,Intra-release,defect-prone,2022,SCIENCE OF COMPUTER PROGRAMMING,4,4,54,WMC,CK,OO
96,Software defect prediction based on stacked sparse denoising autoencoders and enhanced extreme learning machine,Intra-release,defect-prone,2022,IET SOFTWARE,3,4,54,WMC,CK,OO
98,Software defect prediction with semantic and structural information of codes based on Graph Neural Networks,Intra-release/Inter-release/Cross-project,defect-prone,2022,INFORMATION AND SOFTWARE TECHNOLOGY,2,2,54,WMC,CK,OO
100,Software defect prediction based on nested-stacking and heterogeneous feature selection,Inter-release/Cross-project,defect-prone,2022,COMPLEX & INTELLIGENT SYSTEMS,2,2,54,WMC,CK,OO
102,A software defect prediction method with metric compensation based on feature selection and transfer learning,Cross-project,defect-prone,2022,FRONTIERS OF INFORMATION TECHNOLOGY & ELECTRONIC ENGINEERING,2,3,54,WMC,CK,OO
103,Defect prediction using deep learning with Network Portrait Divergence for software evolution,Intra-release/Cross-project,defect-prone/defect-number,2022,EMPIRICAL SOFTWARE ENGINEERING,2,2,54,WMC,CK,OO
105,Research of Software Defect Prediction Model Based on Complex Network and Graph Neural Network,Intra-release,defect-prone,2022,ENTROPY,2,3,54,WMC,CK,OO
107,An Approach to Software Defect Prediction Combining Semantic Features and Code Changes,Inter-release,defect-prone,2022,INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,4,4,54,WMC,CK,OO
110,A novel multi-view ordinal classification approach for software bug prediction,Intra-release,defect-prone,2022,EXPERT SYSTEMS,2,4,54,WMC,CK,OO
114,An in-Depth Analysis of the Software Features' Impact on the Performance of Deep Learning-Based Software Defect Predictors,Intra-release,defect-prone,2022,IEEE ACCESS,2,3,54,WMC,CK,OO
117,An Optimized Feature Selection Method Using Ensemble Classifiers in Software Defect Prediction for Healthcare Systems,Intra-release,defect-prone,2022,WIRELESS COMMUNICATIONS & MOBILE COMPUTING,3,4,54,WMC,CK,OO
122,Combining Deep Learning and Kernel PCA for Software Defect Prediction,Intra-release,defect-prone,2022,Association for Computing Machinery,0,0,54,WMC,CK,OO
123,Software Defect Prediction via GCN based on Structural and Context Information,Inter-release,defect-prone,2022,2022 9th International Conference on Dependable Systems and Their Applications (DSA),0,0,54,WMC,CK,OO
125,Software Defect Density Prediction Using Deep Learning,Cross-project,defect-density,2022,IEEE Access,0,0,54,WMC,CK,OO
127,Search-based Feature Selection for Cross-Project Fault Prediction,Cross-project,defect-prone,2022,2022 IEEE Pune Section International Conference (PuneCon),0,0,54,WMC,CK,OO
128,Semantic Feature Learning based on Double Sequences Structure for Software Defect Number Prediction,Inter-release,defect-number,2022,"2022 IEEE 22nd International Conference on Software Quality, Reliability and Security (QRS)",0,0,54,WMC,CK,OO
138,DNNAttention: A deep neural network and attention based architecture for cross project defect number prediction,Cross-project,defect-number,2021,Knowledge-Based Systems,0,0,54,WMC,CK,OO
142,An Empirical Study on The Impact of The Interaction between Feature Selection and Sampling in Defect Prediction,Intra-release,defect-prone,2020,2020 7th International Conference on Dependable Systems and Their Applications (DSA),0,0,54,WMC,CK,OO
143,A Universal Model for Defective Classes Prediction Using Different Object-Oriented Metrics Suites,Cross-project,defect-prone,2020,2020 2nd Novel Intelligent and Leading Emerging Sciences Conference (NILES),0,0,54,WMC,CK,OO
148,Empirical Study: Are Complex Network Features Suitable for Cross-Version Software Defect Prediction?,Inter-release,defect-prone,2019,2019 IEEE 10th International Conference on Software Engineering and Service Science (ICSESS),0,0,54,WMC,CK,OO
149,An Abstract Syntax Tree Encoding Method for Cross-Project Defect Prediction,Cross-project,defect-prone,2019,IEEE Access,0,0,54,WMC,CK,OO
157,Evaluating Performance of Network Metrics for Bug Prediction in Software,Inter-release/Cross-project,defect-prone,2013,2013 20th Asia-Pacific Software Engineering Conference (APSEC),0,0,54,WMC,CK,OO
5,A STUDY OF SOFTWARE METRIC SELECTION TECHNIQUES: STABILITY ANALYSIS AND DEFECT PREDICTION MODEL PERFORMANCE,Inter-release,defect-prone,2013,INTERNATIONAL JOURNAL ON ARTIFICIAL INTELLIGENCE TOOLS,4,4,141,Ca,Martin,OO
15,An empirical analysis of package-modularization metrics: Implications for software fault-proneness,Intra-release,defect-prone,2015,INFORMATION AND SOFTWARE TECHNOLOGY,2,2,141,Ca,Martin,OO
30,An empirical analysis of the effectiveness of software metrics and fault prediction model for identifying faulty classes,Intra-release,defect-prone,2017,COMPUTER STANDARDS & INTERFACES,1,2,141,Ca,Martin,OO
34,Software bug prediction using object-oriented metrics,Cross-project,defect-prone,2017,SADHANA-ACADEMY PROCEEDINGS IN ENGINEERING SCIENCES,3,4,141,Ca,Martin,OO
35,A Cluster Based Feature Selection Method for Cross-Project Software Defect Prediction,Cross-project,defect-prone,2017,JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY,3,3,141,Ca,Martin,OO
45,Software defect number prediction: Unsupervised vs supervised methods,Intra-release/Inter-release/Cross-project,defect-number,2019,INFORMATION AND SOFTWARE TECHNOLOGY,2,2,141,Ca,Martin,OO
50,An empirical study on pareto based multi-objective feature selection for software defect prediction,Intra-release,defect-prone,2019,JOURNAL OF SYSTEMS AND SOFTWARE,2,2,141,Ca,Martin,OO
53,An Approach for the Prediction of Number of Software Faults Based on the Dynamic Selection of Learning Techniques,Intra-release/Inter-release,defect-number,2019,IEEE TRANSACTIONS ON RELIABILITY,1,2,141,Ca,Martin,OO
56,A fuzzy-filtered neuro-fuzzy framework for software fault prediction for inter-version and inter-project evaluation,Inter-release/Cross-project,defect-prone,2019,APPLIED SOFT COMPUTING,1,2,141,Ca,Martin,OO
58,An Empirical Study for Enhanced Software Defect Prediction Using a Learning-Based Framework,Intra-release,defect-prone,2019,INTERNATIONAL JOURNAL OF COMPUTATIONAL INTELLIGENCE SYSTEMS,3,4,141,Ca,Martin,OO
64,Understanding machine learning software defect predictions,Intra-release,defect-prone,2020,AUTOMATED SOFTWARE ENGINEERING,2,3,141,Ca,Martin,OO
67,Software Defect Prediction Based on Non-Linear Manifold Learning and Hybrid Deep Learning Techniques,Intra-release,defect-prone,2020,CMC-COMPUTERS MATERIALS & CONTINUA,3,4,141,Ca,Martin,OO
68,A Novel Feature Selection Method Based on Maximum Likelihood Logistic Regression for Imbalanced Learning in Software Defect Prediction,Intra-release,defect-prone,2020,INTERNATIONAL ARAB JOURNAL OF INFORMATION TECHNOLOGY,4,4,141,Ca,Martin,OO
69,Software Defect Prediction Based on Stacked Contractive Autoencoder and Multi-Objective Optimization,Intra-release,defect-prone,2020,CMC-COMPUTERS MATERIALS & CONTINUA,3,4,141,Ca,Martin,OO
70,A Novel Approach for Software Defect prediction Based on the Power Law Function,Intra-release,defect-prone,2020,APPLIED SCIENCES-BASEL,2,4,141,Ca,Martin,OO
71,Process metrics for software defect prediction in object-oriented programs,Inter-release,defect-prone,2020,IET SOFTWARE,3,4,141,Ca,Martin,OO
72,Novel Grey Relational Feature Extraction Algorithm for Software Fault-Proneness Using BBO (B-GRA),Intra-release,defect-prone,2020,ARABIAN JOURNAL FOR SCIENCE AND ENGINEERING,2,4,141,Ca,Martin,OO
76,Boosted Whale Optimization Algorithm With Natural Selection Operators for Software Fault Prediction,Intra-release,defect-prone,2021,IEEE ACCESS,2,3,141,Ca,Martin,OO
79,Evaluating network embedding techniques' performances in software bug prediction,Intra-release,defect-prone,2021,EMPIRICAL SOFTWARE ENGINEERING,2,2,141,Ca,Martin,OO
82,A Novel Rank Aggregation-Based Hybrid Multifilter Wrapper Feature Selection Method in Software Defect Prediction,Intra-release,defect-prone,2021,COMPUTATIONAL INTELLIGENCE AND NEUROSCIENCE,2,3,141,Ca,Martin,OO
84,Analysis and modeling conditional mutual dependency of metrics in software defect prediction using latent variables,Inter-release/Cross-project,defect-prone,2021,NEUROCOMPUTING,2,2,141,Ca,Martin,OO
89,Research on Cross-Company Defect Prediction Method to Improve Software Security,Cross-project(Cross-company),defect-prone,2021,SECURITY AND COMMUNICATION NETWORKS,3,4,141,Ca,Martin,OO
92,Software Defect Prediction Based on Gated Hierarchical LSTMs,Inter-release,defect-prone,2021,IEEE TRANSACTIONS ON RELIABILITY,1,2,141,Ca,Martin,OO
96,Software defect prediction based on stacked sparse denoising autoencoders and enhanced extreme learning machine,Intra-release,defect-prone,2022,IET SOFTWARE,3,4,141,Ca,Martin,OO
98,Software defect prediction with semantic and structural information of codes based on Graph Neural Networks,Intra-release/Inter-release/Cross-project,defect-prone,2022,INFORMATION AND SOFTWARE TECHNOLOGY,2,2,141,Ca,Martin,OO
100,Software defect prediction based on nested-stacking and heterogeneous feature selection,Inter-release/Cross-project,defect-prone,2022,COMPLEX & INTELLIGENT SYSTEMS,2,2,141,Ca,Martin,OO
102,A software defect prediction method with metric compensation based on feature selection and transfer learning,Cross-project,defect-prone,2022,FRONTIERS OF INFORMATION TECHNOLOGY & ELECTRONIC ENGINEERING,2,3,141,Ca,Martin,OO
103,Defect prediction using deep learning with Network Portrait Divergence for software evolution,Intra-release/Cross-project,defect-prone/defect-number,2022,EMPIRICAL SOFTWARE ENGINEERING,2,2,141,Ca,Martin,OO
105,Research of Software Defect Prediction Model Based on Complex Network and Graph Neural Network,Intra-release,defect-prone,2022,ENTROPY,2,3,141,Ca,Martin,OO
107,An Approach to Software Defect Prediction Combining Semantic Features and Code Changes,Inter-release,defect-prone,2022,INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,4,4,141,Ca,Martin,OO
114,An in-Depth Analysis of the Software Features' Impact on the Performance of Deep Learning-Based Software Defect Predictors,Intra-release,defect-prone,2022,IEEE ACCESS,2,3,141,Ca,Martin,OO
123,Software Defect Prediction via GCN based on Structural and Context Information,Inter-release,defect-prone,2022,2022 9th International Conference on Dependable Systems and Their Applications (DSA),0,0,141,Ca,Martin,OO
125,Software Defect Density Prediction Using Deep Learning,Cross-project,defect-density,2022,IEEE Access,0,0,141,Ca,Martin,OO
128,Semantic Feature Learning based on Double Sequences Structure for Software Defect Number Prediction,Inter-release,defect-number,2022,"2022 IEEE 22nd International Conference on Software Quality, Reliability and Security (QRS)",0,0,141,Ca,Martin,OO
138,DNNAttention: A deep neural network and attention based architecture for cross project defect number prediction,Cross-project,defect-number,2021,Knowledge-Based Systems,0,0,141,Ca,Martin,OO
139,Joint feature representation learning and progressive distribution matching for cross-project defect prediction,Cross-project,defect-prone,2021,Information and Software Technology,0,0,141,Ca,Martin,OO
149,An Abstract Syntax Tree Encoding Method for Cross-Project Defect Prediction,Cross-project,defect-prone,2019,IEEE Access,0,0,141,Ca,Martin,OO
157,Evaluating Performance of Network Metrics for Bug Prediction in Software,Inter-release/Cross-project,defect-prone,2013,2013 20th Asia-Pacific Software Engineering Conference (APSEC),0,0,141,Ca,Martin,OO
5,A STUDY OF SOFTWARE METRIC SELECTION TECHNIQUES: STABILITY ANALYSIS AND DEFECT PREDICTION MODEL PERFORMANCE,Inter-release,defect-prone,2013,INTERNATIONAL JOURNAL ON ARTIFICIAL INTELLIGENCE TOOLS,4,4,142,Ce,Martin,OO
15,An empirical analysis of package-modularization metrics: Implications for software fault-proneness,Intra-release,defect-prone,2015,INFORMATION AND SOFTWARE TECHNOLOGY,2,2,142,Ce,Martin,OO
30,An empirical analysis of the effectiveness of software metrics and fault prediction model for identifying faulty classes,Intra-release,defect-prone,2017,COMPUTER STANDARDS & INTERFACES,1,2,142,Ce,Martin,OO
34,Software bug prediction using object-oriented metrics,Cross-project,defect-prone,2017,SADHANA-ACADEMY PROCEEDINGS IN ENGINEERING SCIENCES,3,4,142,Ce,Martin,OO
35,A Cluster Based Feature Selection Method for Cross-Project Software Defect Prediction,Cross-project,defect-prone,2017,JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY,3,3,142,Ce,Martin,OO
45,Software defect number prediction: Unsupervised vs supervised methods,Intra-release/Inter-release/Cross-project,defect-number,2019,INFORMATION AND SOFTWARE TECHNOLOGY,2,2,142,Ce,Martin,OO
50,An empirical study on pareto based multi-objective feature selection for software defect prediction,Intra-release,defect-prone,2019,JOURNAL OF SYSTEMS AND SOFTWARE,2,2,142,Ce,Martin,OO
53,An Approach for the Prediction of Number of Software Faults Based on the Dynamic Selection of Learning Techniques,Intra-release/Inter-release,defect-number,2019,IEEE TRANSACTIONS ON RELIABILITY,1,2,142,Ce,Martin,OO
56,A fuzzy-filtered neuro-fuzzy framework for software fault prediction for inter-version and inter-project evaluation,Inter-release/Cross-project,defect-prone,2019,APPLIED SOFT COMPUTING,1,2,142,Ce,Martin,OO
64,Understanding machine learning software defect predictions,Intra-release,defect-prone,2020,AUTOMATED SOFTWARE ENGINEERING,2,3,142,Ce,Martin,OO
67,Software Defect Prediction Based on Non-Linear Manifold Learning and Hybrid Deep Learning Techniques,Intra-release,defect-prone,2020,CMC-COMPUTERS MATERIALS & CONTINUA,3,4,142,Ce,Martin,OO
68,A Novel Feature Selection Method Based on Maximum Likelihood Logistic Regression for Imbalanced Learning in Software Defect Prediction,Intra-release,defect-prone,2020,INTERNATIONAL ARAB JOURNAL OF INFORMATION TECHNOLOGY,4,4,142,Ce,Martin,OO
69,Software Defect Prediction Based on Stacked Contractive Autoencoder and Multi-Objective Optimization,Intra-release,defect-prone,2020,CMC-COMPUTERS MATERIALS & CONTINUA,3,4,142,Ce,Martin,OO
70,A Novel Approach for Software Defect prediction Based on the Power Law Function,Intra-release,defect-prone,2020,APPLIED SCIENCES-BASEL,2,4,142,Ce,Martin,OO
71,Process metrics for software defect prediction in object-oriented programs,Inter-release,defect-prone,2020,IET SOFTWARE,3,4,142,Ce,Martin,OO
72,Novel Grey Relational Feature Extraction Algorithm for Software Fault-Proneness Using BBO (B-GRA),Intra-release,defect-prone,2020,ARABIAN JOURNAL FOR SCIENCE AND ENGINEERING,2,4,142,Ce,Martin,OO
76,Boosted Whale Optimization Algorithm With Natural Selection Operators for Software Fault Prediction,Intra-release,defect-prone,2021,IEEE ACCESS,2,3,142,Ce,Martin,OO
79,Evaluating network embedding techniques' performances in software bug prediction,Intra-release,defect-prone,2021,EMPIRICAL SOFTWARE ENGINEERING,2,2,142,Ce,Martin,OO
82,A Novel Rank Aggregation-Based Hybrid Multifilter Wrapper Feature Selection Method in Software Defect Prediction,Intra-release,defect-prone,2021,COMPUTATIONAL INTELLIGENCE AND NEUROSCIENCE,2,3,142,Ce,Martin,OO
84,Analysis and modeling conditional mutual dependency of metrics in software defect prediction using latent variables,Inter-release/Cross-project,defect-prone,2021,NEUROCOMPUTING,2,2,142,Ce,Martin,OO
87,Vovel metrics-novel coupling metrics for improved software fault prediction,Intra-release,defect-prone,2021,PEERJ COMPUTER SCIENCE,2,4,142,Ce,Martin,OO
89,Research on Cross-Company Defect Prediction Method to Improve Software Security,Cross-project(Cross-company),defect-prone,2021,SECURITY AND COMMUNICATION NETWORKS,3,4,142,Ce,Martin,OO
92,Software Defect Prediction Based on Gated Hierarchical LSTMs,Inter-release,defect-prone,2021,IEEE TRANSACTIONS ON RELIABILITY,1,2,142,Ce,Martin,OO
96,Software defect prediction based on stacked sparse denoising autoencoders and enhanced extreme learning machine,Intra-release,defect-prone,2022,IET SOFTWARE,3,4,142,Ce,Martin,OO
98,Software defect prediction with semantic and structural information of codes based on Graph Neural Networks,Intra-release/Inter-release/Cross-project,defect-prone,2022,INFORMATION AND SOFTWARE TECHNOLOGY,2,2,142,Ce,Martin,OO
100,Software defect prediction based on nested-stacking and heterogeneous feature selection,Inter-release/Cross-project,defect-prone,2022,COMPLEX & INTELLIGENT SYSTEMS,2,2,142,Ce,Martin,OO
102,A software defect prediction method with metric compensation based on feature selection and transfer learning,Cross-project,defect-prone,2022,FRONTIERS OF INFORMATION TECHNOLOGY & ELECTRONIC ENGINEERING,2,3,142,Ce,Martin,OO
103,Defect prediction using deep learning with Network Portrait Divergence for software evolution,Intra-release/Cross-project,defect-prone/defect-number,2022,EMPIRICAL SOFTWARE ENGINEERING,2,2,142,Ce,Martin,OO
105,Research of Software Defect Prediction Model Based on Complex Network and Graph Neural Network,Intra-release,defect-prone,2022,ENTROPY,2,3,142,Ce,Martin,OO
107,An Approach to Software Defect Prediction Combining Semantic Features and Code Changes,Inter-release,defect-prone,2022,INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,4,4,142,Ce,Martin,OO
114,An in-Depth Analysis of the Software Features' Impact on the Performance of Deep Learning-Based Software Defect Predictors,Intra-release,defect-prone,2022,IEEE ACCESS,2,3,142,Ce,Martin,OO
123,Software Defect Prediction via GCN based on Structural and Context Information,Inter-release,defect-prone,2022,2022 9th International Conference on Dependable Systems and Their Applications (DSA),0,0,142,Ce,Martin,OO
128,Semantic Feature Learning based on Double Sequences Structure for Software Defect Number Prediction,Inter-release,defect-number,2022,"2022 IEEE 22nd International Conference on Software Quality, Reliability and Security (QRS)",0,0,142,Ce,Martin,OO
138,DNNAttention: A deep neural network and attention based architecture for cross project defect number prediction,Cross-project,defect-number,2021,Knowledge-Based Systems,0,0,142,Ce,Martin,OO
139,Joint feature representation learning and progressive distribution matching for cross-project defect prediction,Cross-project,defect-prone,2021,Information and Software Technology,0,0,142,Ce,Martin,OO
149,An Abstract Syntax Tree Encoding Method for Cross-Project Defect Prediction,Cross-project,defect-prone,2019,IEEE Access,0,0,142,Ce,Martin,OO
157,Evaluating Performance of Network Metrics for Bug Prediction in Software,Inter-release/Cross-project,defect-prone,2013,2013 20th Asia-Pacific Software Engineering Conference (APSEC),0,0,142,Ce,Martin,OO
5,A STUDY OF SOFTWARE METRIC SELECTION TECHNIQUES: STABILITY ANALYSIS AND DEFECT PREDICTION MODEL PERFORMANCE,Inter-release,defect-prone,2013,INTERNATIONAL JOURNAL ON ARTIFICIAL INTELLIGENCE TOOLS,4,4,143,Decision density,McCabe,traditional
7,Two-Stage Cost-Sensitive Learning for Software Defect Prediction,Intra-release,defect-prone,2014,IEEE TRANSACTIONS ON RELIABILITY,1,2,143,Decision density,McCabe,traditional
9,Combining the requirement information for software defect estimation in design time,Intra-release,defect-prone,2014,INFORMATION PROCESSING LETTERS,4,4,143,Decision density,McCabe,traditional
36,A dimensionality reduction-based efficient software fault prediction using Fisher linear discriminant analysis (FLDA),Intra-release,defect-prone,2018,JOURNAL OF SUPERCOMPUTING,2,4,143,Decision density,McCabe,traditional
38,A Framework for Software Defect Prediction and Metric Selection,Intra-release,defect-prone,2018,IEEE ACCESS,2,3,143,Decision density,McCabe,traditional
39,A novel software defect prediction based on atomic class-association rule mining,Intra-release,defect-prone,2018,EXPERT SYSTEMS WITH APPLICATIONS,1,1,143,Decision density,McCabe,traditional
43,The Empirical Study of Semi-Supervised Deep Fuzzy C-Mean Clustering for Software Fault Prediction,Intra-release,defect-prone,2018,IEEE ACCESS,2,3,143,Decision density,McCabe,traditional
58,An Empirical Study for Enhanced Software Defect Prediction Using a Learning-Based Framework,Intra-release,defect-prone,2019,INTERNATIONAL JOURNAL OF COMPUTATIONAL INTELLIGENCE SYSTEMS,3,4,143,Decision density,McCabe,traditional
59,A Hybrid Feature Selection Method for Software Fault Prediction,Intra-release,defect-prone,2019,IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,4,4,143,Decision density,McCabe,traditional
68,A Novel Feature Selection Method Based on Maximum Likelihood Logistic Regression for Imbalanced Learning in Software Defect Prediction,Intra-release,defect-prone,2020,INTERNATIONAL ARAB JOURNAL OF INFORMATION TECHNOLOGY,4,4,143,Decision density,McCabe,traditional
69,Software Defect Prediction Based on Stacked Contractive Autoencoder and Multi-Objective Optimization,Intra-release,defect-prone,2020,CMC-COMPUTERS MATERIALS & CONTINUA,3,4,143,Decision density,McCabe,traditional
83,Discriminating features-based cost-sensitive approach for software defect prediction,Intra-release,defect-prone,2021,AUTOMATED SOFTWARE ENGINEERING,2,3,143,Decision density,McCabe,traditional
84,Analysis and modeling conditional mutual dependency of metrics in software defect prediction using latent variables,Inter-release/Cross-project,defect-prone,2021,NEUROCOMPUTING,2,2,143,Decision density,McCabe,traditional
89,Research on Cross-Company Defect Prediction Method to Improve Software Security,Cross-project(Cross-company),defect-prone,2021,SECURITY AND COMMUNICATION NETWORKS,3,4,143,Decision density,McCabe,traditional
91,RFC: a feature selection algorithm for software defect prediction,Intra-release,defect-prone,2021,JOURNAL OF SYSTEMS ENGINEERING AND ELECTRONICS,3,3,143,Decision density,McCabe,traditional
96,Software defect prediction based on stacked sparse denoising autoencoders and enhanced extreme learning machine,Intra-release,defect-prone,2022,IET SOFTWARE,3,4,143,Decision density,McCabe,traditional
